"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour","week_day"
"546","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Recreacion","3",2,"5","Taxi","BRT","Van","El Rosario","El Rosario","15",689,"2",10,4,5,"13","5"
"547","Dentro CETRAM","female","45-64","Licenciatura","Alvaro Obregon","Atizapan de Zaragoza","None","Trabajo","3",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",652,"6",10,3,5,"17","6"
"548","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","4",4,"5","Metro","Taxi","Van","El Rosario","El Rosario","15",841,"5",10,7,5,"19","6"
"549","Dentro CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Atizapan de Zaragoza","None","Trabajo","1",1,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",843,"5",10,6,5,"13","3"
"550","Dentro CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","3 to 4","Recreacion","4",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1022,"2",10,8,5,"14","1"
"551","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",526,"9",10,6,5,"12","1"
"552","Dentro CETRAM","male","45-64","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",747,"5",10,6,5,"17","2"
"553","Dentro CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Otro","None","Trabajo","3",1,"3","Metro","Taxi","Van","Azteca","Mexipuerto","15",696,"5",10,3,5,"17","4"
"554","Dentro CETRAM","male","0-17","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","3 to 4","Otro","4",3,"4","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",379,"1",10,3,5,"16","1"
"555","Dentro CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",922,"6",10,5,5,"13","3"
"556","Dentro CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Trabajo","2",4,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",787,"6",10,4,5,"18","6"
"557","Dentro CETRAM","male","25-44","Secundaria","Gustavo A. Madero","Tlalnepantla de Baz","None","Trabajo","5",4,"1","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",877,"5",10,6,5,"13","3"
"558","Dentro CETRAM","male","25-44","Licenciatura","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","4",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",518,"6",10,3,5,"16","1"
"559","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","2",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",705,"5",10,3,5,"17","4"
"560","Dentro CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",3,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",773,"6",10,4,5,"18","6"
"561","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",701,"5",10,6,5,"14","5"
"562","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",798,"5",10,5,5,"17","3"
"563","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",742,"6",29,10,6,"18","5"
"564","Fuera CETRAM","female","45-64","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Compra","4",3,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",741,"6",29,10,6,"18","5"
"565","Fuera CETRAM","female","25-44","Secundaria","Nicolas Romero","Azcapotzalco","None","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",726,"6",29,10,6,"18","5"
"566","Fuera CETRAM","male","18-24","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Otro","3",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",759,"6",29,9,6,"18","5"
"567","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Recreacion","4",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",635,"2",29,9,6,"18","5"
"568","Fuera CETRAM","male","18-24","Preparatoria","Nicolas Romero","Naucalpan de Juarez","None","Trabajo","4",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",718,"2",29,10,6,"18","5"
"569","Fuera CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",651,"6",24,9,6,"16","2"
"570","Fuera CETRAM","male","18-24","Preparatoria","Alvaro Obregon","Nicolas Romero","None","Trabajo","3",4,"4","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",692,"2",24,9,6,"16","2"
"571","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",835,"2",9,6,6,"14","5"
"572","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Compra","3",3,"5","Peseros","Taxi","Van","Azteca","Heroes Tecamec","15",629,"5",9,5,6,"13","5"
"573","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1054,"2",9,6,6,"14","4"
"574","Dentro CETRAM","female","18-24","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",794,"0",9,0,6,"19","7"
"575","Dentro CETRAM","female","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Otro","3",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",934,"2",9,5,6,"14","6"
"576","Dentro CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","5",5,"5","Peseros","Trolebus","Van","Azteca","Mexipuerto","15",615,"7",9,4,6,"14","3"
"577","Dentro CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","2",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",807,"2",9,4,6,"18","2"
"578","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",4,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",526,"9",9,6,6,"12","1"
"579","Fuera CETRAM","female","45-64","Primaria","Ecatepec de Morelos","Coacalco de Berriozal","None","Trabajo","1",2,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",602,"7",9,6,6,"16","5"
"580","Dentro CETRAM","female","25-44","Secundaria","Azcapotzalco","Atizapan de Zaragoza","3 to 4","Compra","3",4,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",791,"6",9,5,6,"13","3"
"582","Dentro CETRAM","female","25-44","Licenciatura","Tultitlan","Ecatepec de Morelos","None","Otro","3",1,"5","Taxi","Metro","Van","Azteca","Mexipuerto","15",779,"5",9,6,6,"14","7"
"583","Dentro CETRAM","female","18-24","Secundaria","Tecamec","Ecatepec de Morelos","None","Estudio","4",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",824,"2",9,6,6,"14","7"
"585","Dentro CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Otro","3",3,"3","Peseros","BRT","Van","Azteca","Mexipuerto","15",958,"2",9,5,6,"14","6"
"586","Dentro CETRAM","female","25-44","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","3",3,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",709,"6",9,3,6,"17","1"
"587","Dentro CETRAM","female","65+","Primaria","Tecamec","Ecatepec de Morelos","None","Recreacion","1",1,"4","Metro","Peseros","Van","Azteca","Mexipuerto","15",903,"6",9,4,6,"18","2"
"588","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","3",3,"5","Metro","Trolebus","Van","Azteca","Mexipuerto","15",831,"2",9,6,6,"16","1"
"589","Dentro CETRAM","female","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","4",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",866,"5",9,3,6,"17","1"
"590","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","3",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",888,"2",9,4,6,"15","1"
"591","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"3","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",823,"5",9,4,6,"13","7"
"592","Dentro CETRAM","male","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Otro","5",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",794,"0",9,0,6,"18","7"
"593","Dentro CETRAM","male","45-64","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Peseros","Peseros","Van","El Rosario","El Rosario","15",787,"6",9,5,6,"18","6"
"594","Fuera CETRAM","male","45-64","Licenciatura","Alvaro Obregon","Azcapotzalco","1 to 2","Trabajo","1",4,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",697,"2",9,4,6,"18","3"
"595","Dentro CETRAM","male","18-24","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","None","Recreacion","3",4,"5","Trolebus","Peseros","Van","El Rosario","Mexico Nueva","15",400,"3",9,3,6,"16","1"
"596","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","1",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",832,"2",9,4,6,"15","1"
"597","Fuera CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",848,"6",9,4,6,"17","3"
"598","Dentro CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",936,"6",9,0,6,"18","4"
"599","Dentro CETRAM","male","45-64","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","3",1,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",823,"5",9,4,6,"13","7"
"600","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Cuautitlan Izcalli","None","Trabajo","4",3,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",685,"2",9,3,6,"17","6"
"601","Dentro CETRAM","male","45-64","Secundaria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","1",3,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",843,"5",9,5,6,"13","3"
"602","Fuera CETRAM","male","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","2",3,"4","BRT","Taxi","Van","Azteca","Mexipuerto","15",960,"2",9,4,6,"14","6"
"603","Dentro CETRAM","male","18-24","Licenciatura","Coyoacan","Azcapotzalco","1 to 2","Trabajo","3",1,"5","Peseros","Peseros","Van","El Rosario","El Rosario","15",797,"0",9,3,6,"14","4"
"606","Fuera CETRAM","male","25-44","Maestria y Doctorado","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",697,"2",9,4,6,"18","3"
"607","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Estudio","3",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",740,"6",23,9,7,"16","2"
"608","Dentro CETRAM","female","45-64","Primaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","5",5,"5","Peseros","Trolebus","Van","Azteca","Mexipuerto","15",906,"6",8,6,7,"14","5"
"609","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","3 to 4","Trabajo","5",1,"5","Taxi","BRT","Van","El Rosario","Mexico Nueva","15",656,"6",8,6,7,"12","5"
"610","Fuera CETRAM","female","65+","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",728,"2",8,5,7,"18","6"
"611","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","1",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1003,"6",8,5,7,"13","5"
"612","Dentro CETRAM","female","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",905,"6",8,4,7,"18","3"
"613","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","5",1,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",738,"6",8,5,7,"12","5"
"614","Dentro CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",86,"1",8,4,7,"18","2"
"615","Fuera CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","BRT","Trolebus","Van","Azteca","Heroes Tecamec","15",908,"5",8,5,7,"17","6"
"616","Dentro CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Cocotitlan","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",502,"5",8,4,7,"13","5"
"617","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Otro","3",2,"3","Taxi","Metro","Van","El Rosario","Mexico Nueva","15",802,"6",8,3,7,"13","2"
"618","Fuera CETRAM","female","25-44","Maestria y Doctorado","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","2",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",931,"0",8,5,7,"17","6"
"619","Fuera CETRAM","female","0-17","Preparatoria","Tecamec","Ecatepec de Morelos","1 to 2","Recreacion","1",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",924,"5",8,4,7,"15","1"
"620","Fuera CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","3 to 4","Trabajo","4",1,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",703,"2",8,5,7,"12","5"
"621","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","2",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",995,"9",8,5,7,"13","4"
"622","Dentro CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Otro","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1012,"2",8,5,7,"16","1"
"623","Fuera CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",2,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",915,"5",8,5,7,"17","6"
"625","Dentro CETRAM","male","25-44","Secundaria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",914,"5",8,3,7,"18","2"
"626","Fuera CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","2",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",770,"2",8,5,7,"18","6"
"627","Fuera CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","2",2,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",895,"6",8,5,7,"17","6"
"628","Fuera CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","5",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",507,"9",8,5,7,"18","6"
"629","Dentro CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Recreacion","3",2,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",517,"6",8,4,7,"17","7"
"630","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",535,"9",8,5,7,"18","6"
"631","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Gustavo A. Madero","1 to 2","Otro","3",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",930,"0",8,5,7,"17","6"
"632","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Estudio","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",814,"2",8,3,7,"18","2"
"633","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","2",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",889,"2",8,3,7,"18","2"
"634","Dentro CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",5,"2","Metro","Taxi","Van","Azteca","Mexipuerto","15",1001,"6",8,4,7,"14","5"
"635","Dentro CETRAM","male","25-44","Secundaria","Tecamec","Ecatepec de Morelos","1 to 2","Otro","4",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",928,"0",8,5,7,"13","7"
"637","Fuera CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Cuauhtemoc","None","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",441,"4",27,0,8,"13","5"
"638","Fuera CETRAM","female","45-64","Preparatoria","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","3",4,"5","BRT","Metro","Bus","El Rosario","Mexico Nueva","35",567,"2",22,8,8,"16","2"
"639","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",748,"2",12,5,8,"17","5"
"642","Dentro CETRAM","female","45-64","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","4",1,"1","Trolebus","Peseros","Van","El Rosario","El Rosario","15",773,"6",7,4,8,"18","6"
"643","Fuera CETRAM","female","45-64","Preparatoria","Tecamec","Nezahualcoyotl","1 to 2","Recreacion","1",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",996,"6",7,4,8,"17","3"
"644","Dentro CETRAM","female","25-44","Primaria","Ecatepec de Morelos","Ecatepec de Morelos","Mas","Otro","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",1014,"2",7,4,8,"13","3"
"645","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",587,"2",7,3,8,"14","4"
"647","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Tecamec","1 to 2","Otro","1",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",978,"2",7,3,8,"13","6"
"648","Dentro CETRAM","female","0-17","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Recreacion","4",3,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",86,"1",7,2,8,"18","2"
"649","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Coacalco de Berriozal","None","Recreacion","2",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1056,"0",7,7,8,"16","5"
"650","Fuera CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","1",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",1057,"0",7,2,8,"14","7"
"651","Dentro CETRAM","female","18-24","Licenciatura","Tultitlan","Azcapotzalco","None","Estudio","4",4,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",797,"0",7,3,8,"14","4"
"652","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Miguel Hidalgo","None","Trabajo","4",4,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",480,"2",7,3,8,"14","4"
"653","Dentro CETRAM","female","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","3",3,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",815,"5",7,3,8,"14","4"
"654","Fuera CETRAM","female","45-64","Licenciatura","Nextlalplan","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",452,"9",7,7,8,"16","5"
"655","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1057,"0",7,2,8,"14","7"
"656","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","Mas","Otro","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",1005,"2",7,4,8,"13","3"
"657","Dentro CETRAM","male","18-24","Licenciatura","Chimalhuacï¿½ï¿½n","Nezahualcoyotl","None","Estudio","3",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",984,"2",7,4,8,"13","3"
"658","Fuera CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Compra","1",1,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",1057,"0",7,2,8,"14","7"
"659","Dentro CETRAM","male","45-64","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Compra","3",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",86,"1",7,2,8,"18","2"
"660","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",675,"2",7,2,8,"18","3"
"661","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",5,"5","Peseros","Taxi","Van","Azteca","Heroes Tecamec","15",1057,"0",7,2,8,"14","7"
"662","Fuera CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"4","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",1057,"0",7,2,8,"14","7"
"663","Dentro CETRAM","male","25-44","Licenciatura","Gustavo A. Madero","Tecamec","None","Trabajo","2",4,"5","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",367,"6",7,3,8,"13","2"
"664","Dentro CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","1",1,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",794,"0",7,2,8,"17","7"
"665","Fuera CETRAM","female","18-24","Licenciatura","Tlalnepantla de Baz","Azcapotzalco","None","Recreacion","2",2,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",556,"5",26,6,9,"18","2"
"666","Fuera CETRAM","female","18-24","Licenciatura","Texcoco","Azcapotzalco","None","Recreacion","1",3,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",519,"6",26,6,9,"18","2"
"667","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Azcapotzalco","None","Trabajo","3",4,"4","Peseros","Peseros","Bus","El Rosario","El Rosario","35",594,"2",26,6,9,"18","2"
"668","Fuera CETRAM","female","45-64","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",627,"2",21,8,9,"16","2"
"669","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Compra","3",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",557,"5",21,8,9,"16","2"
"670","Fuera CETRAM","female","18-24","Licenciatura","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Trabajo","3",2,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",524,"6",21,12,9,"17","4"
"671","Fuera CETRAM","male","25-44","Preparatoria","Miguel Hidalgo","Atizapan de Zaragoza","1 to 2","Trabajo","3",3,"4","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",610,"2",21,8,9,"16","2"
"672","Dentro CETRAM","female","25-44","Licenciatura","Miguel Hidalgo","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",708,"2",11,5,9,"16","5"
"673","Dentro CETRAM","male","45-64","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",2,"2","Metro","Peseros","Van","El Rosario","El Rosario","15",671,"6",11,8,9,"14","1"
"674","Dentro CETRAM","female","25-44","Preparatoria","Naucalpan de Juarez","Atizapan de Zaragoza","None","Trabajo","1",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",713,"2",6,0,9,"13","4"
"675","Fuera CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","5",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",270,"2",6,1,9,"14","3"
"676","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1035,"5",6,1,9,"17","1"
"677","Fuera CETRAM","female","45-64","Licenciatura","Coacalco de Berriozal","Tecamec","None","Trabajo","3",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1037,"2",6,2,9,"17","1"
"678","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","1 to 2","Compra","3",4,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",963,"2",6,3,9,"13","6"
"679","Fuera CETRAM","female","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Otro","2",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",945,"2",6,4,9,"17","7"
"680","Dentro CETRAM","female","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","3 to 4","Recreacion","3",4,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",1019,"2",6,5,9,"14","1"
"681","Fuera CETRAM","female","0-17","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Estudio","2",4,"5","Metro","BRT","Van","Azteca","Mexipuerto","15",586,"9",6,1,9,"14","3"
