"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour_sin","hour_cos","week_day","latitude","longitude"
"534","Dentro CETRAM","male","45-64","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","3",4,"3","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",3.49272412715099,"6",0,0,0,-1.000000,-0.000000,"6",19.52209,-99.22758
"753","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",8.06251792000631,"6",4,0,11,-0.965926,-0.258819,"4",19.60685,-99.03337
"763","Fuera CETRAM","female","18-24","Preparatoria","Azcapotzalco","Coacalco de Berriozal","None","Estudio","4",5,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",0.346931213563102,"3",28,6,12,0.000000,-1.000000,"3",19.50338,-99.20307
"727","Dentro CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Gustavo A. Madero","1 to 2","Estudio","3",3,"1","Metro","Taxi","Van","El Rosario","El Rosario","15",2.48327272344043,"2",4,3,11,-0.500000,-0.866025,"2",19.51798,-99.21886
"712","Dentro CETRAM","female","0-17","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Estudio","3",4,"3","Taxi","Metro","Van","El Rosario","El Rosario","15",7.91032131884431,"5",5,5,10,-0.500000,-0.866025,"2",19.55794,-99.24979
"365","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","1 to 2","Estudio","5",5,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",0.0889258493482199,"1",0,0,0,-0.965926,-0.258819,"7",19.50499,-99.20064
"835","Fuera CETRAM","male","45-64","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.53714976811073,"2",21,9,14,-0.965926,-0.258819,"2",19.51743,-99.20514
"257","Dentro CETRAM","female","45-64","Preparatoria","Azcapotzalco","Naucalpan de Juarez","3 to 4","Recreacion","3",2,"5","Trolebus","Peseros","Van","El Rosario","El Rosario","15",0.158965195313166,"2",0,0,0,-0.707107,-0.707107,"1",19.50459,-99.20149
"339","Fuera CETRAM","male","18-24","Preparatoria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","3",4,"1","Taxi","Peseros","Bus","El Rosario","El Rosario","35",3.59496856422979,"6",0,0,0,-0.500000,-0.866025,"7",19.52818,-99.22332
"168","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Coacalco de Berriozal","None","Recreacion","1",1,"4","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.231749550039624,"6",0,0,0,-0.866025,-0.500000,"5",19.53656,-99.02689
"66","Dentro CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","3",4,"5","Taxi","Metro","Van","Azteca","Heroes Tecamec","15",0.427302053728633,"2",0,0,0,-0.258819,-0.965926,"6",19.53547,-99.02353
"62","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","1 to 2","Otro","3",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",1.3271941493914,"9",0,0,0,0.000000,-1.000000,"3",19.54249,-99.03695
"20","Dentro CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","3 to 4","Compra","1",3,"5","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",8.88544542605824,"6",0,0,0,-0.965926,-0.258819,"2",19.61339,-99.04134
"586","Dentro CETRAM","female","25-44","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","3",3,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",4.34224667143825,"6",9,3,6,-0.965926,-0.258819,"1",19.5385,-99.22034
"859","Dentro CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Recreacion","4",5,"5","Taxi","Metro","Van","El Rosario","El Rosario","15",2.45780385071032,"5",4,2,16,-0.258819,-0.965926,"1",19.52469,-99.2095
"104","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Ecatepec de Morelos","None","Compra","3",3,"5","Peseros","Peseros","Van","Azteca","Mexipuerto","15",10.84011302248,"6",0,0,0,-0.965926,-0.258819,"4",19.63024,-99.04729
"30","Dentro CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Chimalhuacan","None","Trabajo","3",2,"2","Metro","Trolebus","Van","Azteca","Mexipuerto","15",28.0421173695915,"0",0,0,0,-0.965926,0.258819,"4",19.33167,-99.18633
"251","Fuera CETRAM","female","45-64","Primaria","Iztapalapa","Azcapotzalco","None","Compra","4",5,"5","BRT","Metro","Bus","El Rosario","El Rosario","35",0.0825128108513757,"1",0,0,0,-0.500000,-0.866025,"2",19.50486,-99.20066
"409","Fuera CETRAM","male","25-44","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0911389907127043,"1",0,0,0,-0.965926,0.258819,"7",19.50501,-99.20065
"657","Dentro CETRAM","male","18-24","Licenciatura","Chimalhuacï¿½ï¿½n","Nezahualcoyotl","None","Estudio","3",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",10.4343234573142,"2",7,4,8,-0.258819,-0.965926,"3",19.62822,-99.02146
"442","Dentro CETRAM","female","25-44","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","3 to 4","Otro","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",7.20692816690543,"6",14,4,1,-0.866025,-0.500000,"7",19.55525,-99.24274
"314","Fuera CETRAM","male","45-64","Secundaria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",3,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",11.646207753099,"2",0,0,0,-0.965926,-0.258819,"4",19.63804,-99.04462
"236","Fuera CETRAM","female","25-44","Primaria","Tecamec","Ecatepec de Morelos","None","Compra","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",11.1923940554735,"2",0,0,0,-0.500000,-0.866025,"2",19.63519,-99.02538
"597","Fuera CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",7.96518403671024,"6",9,4,6,-0.965926,-0.258819,"3",19.60584,-99.03496
"280","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"1","BRT","Peseros","Bus","El Rosario","El Rosario","35",5.79563310217675,"6",0,0,0,-0.258819,-0.965926,"2",19.54572,-99.23381
"367","Fuera CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",3.29771288771847,"7",0,0,0,-1.000000,-0.000000,"2",19.55795,-99.04683
"439","Fuera CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","1",1,"3","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",4.16994930901843,"5",0,0,0,-0.258819,-0.965926,"3",19.56834,-99.04476
"952","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","5",5,"3","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",4.50560207529032,"2",8,1,27,-0.500000,-0.866025,"6",19.53599,-99.22702
"950","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Cuauhtemoc","None","Trabajo","3",4,"2","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",3.5085150590248,"6",8,1,27,-0.500000,-0.866025,"6",19.52623,-99.22424
"470","Dentro CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","1",1,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",2.61504509350205,"7",12,5,3,-0.258819,-0.965926,"1",19.54979,-99.0465
"111","Fuera CETRAM","female","45-64","Licenciatura","Nezahualcoyotl","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",0.522869253035767,"9",0,0,0,-0.866025,-0.500000,"5",19.53855,-99.03012
"98","Dentro CETRAM","female","0-17","Preparatoria","Ecatepec de Morelos","Tecamec","1 to 2","Recreacion","3",4,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",3.57314036163792,"5",0,0,0,-0.707107,-0.707107,"1",19.56014,-99.04812
"125","Dentro CETRAM","female","45-64","Secundaria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","1",5,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",0.102159713530856,"1",0,0,0,-0.866025,-0.500000,"3",19.50488,-99.20086
"190","Dentro CETRAM","female","18-24","Preparatoria","Naucalpan de Juarez","Naucalpan de Juarez","1 to 2","Trabajo","3",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.151501490112359,"2",0,0,0,-0.707107,-0.707107,"1",19.50457,-99.20142
"496","Dentro CETRAM","female","45-64","Licenciatura","Benito Juarez","Alvaro Obregon","None","Trabajo","4",4,"5","Metro","Taxi","Van","El Rosario","El Rosario","15",5.46929162632446,"2",16,8,4,-0.965926,-0.258819,"5",19.53989,-99.23621
"140","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",3.40145598095491,"2",0,0,0,-1.000000,-0.000000,"2",19.55461,-99.052
"591","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"3","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",7.28886917230475,"5",9,4,6,-0.258819,-0.965926,"7",19.59969,-99.0353
"386","Dentro CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.473628206467674,"9",0,0,0,-0.258819,-0.965926,"2",19.53828,-99.02968
"493","Fuera CETRAM","female","25-44","Preparatoria","Cuajimalpa de Morelos","Atizapan de Zaragoza","1 to 2","Otro","3",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",1.77346910667556,"6",26,10,4,-0.866025,-0.500000,"2",19.51552,-99.2122
"408","Dentro CETRAM","male","25-44","Preparatoria","Otro","Cuauhtemoc","1 to 2","Recreacion","5",5,"5","Peseros","Metro","Van","El Rosario","El Rosario","15",0.0981506208855129,"1",0,0,0,-0.965926,-0.258819,"3",19.50515,-99.2006
"175","Fuera CETRAM","female","45-64","Secundaria","Tecamec","Tecamec","3 to 4","Otro","3",4,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",9.6612723969193,"2",0,0,0,-0.258819,-0.965926,"6",19.62141,-99.02507
"303","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tlalnepantla de Baz","None","Trabajo","3",4,"4","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",0.888828791531212,"4",0,0,0,-0.258819,-0.965926,"4",19.50607,-99.20829
"171","Dentro CETRAM","female","25-44","Preparatoria","Tultitlan","Azcapotzalco","None","Trabajo","3",5,"5","Metro","Trolebus","Van","El Rosario","El Rosario","15",0.089280151285159,"1",0,0,0,-1.000000,-0.000000,"3",19.5049,-99.20071
"403","Fuera CETRAM","male","25-44","Secundaria","Tecamec","Nezahualcoyotl","None","Trabajo","3",1,"5","Taxi","BRT","Van","Azteca","Mexipuerto","15",4.72160768480888,"5",0,0,0,-0.707107,-0.707107,"4",19.57447,-99.04286
"674","Dentro CETRAM","female","25-44","Preparatoria","Naucalpan de Juarez","Atizapan de Zaragoza","None","Trabajo","1",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",4.50519292615072,"2",6,0,9,-0.258819,-0.965926,"4",19.53597,-99.22704
"576","Dentro CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","5",5,"5","Peseros","Trolebus","Van","Azteca","Mexipuerto","15",2.92373329493646,"7",9,4,6,-0.500000,-0.866025,"3",19.55107,-99.0492
"436","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Benito Juarez","None","Trabajo","4",1,"5","Metro","Peseros","Bus","El Rosario","Tacuba","35",3.79986797270343,"6",0,0,0,-0.500000,-0.866025,"4",19.53133,-99.22242
"722","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","3",3,"4","Taxi","Peseros","Van","Azteca","Mexipuerto","15",2.7483675493997,"7",5,0,10,-1.000000,-0.000000,"1",19.54801,-99.04949
"903","Fuera CETRAM","male","18-24","Primaria","Tlalnepantla de Baz","Naucalpan de Juarez","None","Trabajo","3",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",1.88473981041117,"6",16,4,19,-1.000000,-0.000000,"5",19.51891,-99.20943
"199","Dentro CETRAM","female","25-44","Licenciatura","Gustavo A. Madero","Azcapotzalco","None","Trabajo","1",5,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0889571023434934,"1",0,0,0,-1.000000,-0.000000,"3",19.50491,-99.2007
"284","Dentro CETRAM","male","0-17","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Estudio","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",6.96531395090917,"0",0,0,0,-0.258819,-0.965926,"4",19.44199,-99.20441
"716","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Trolebus","Peseros","Van","El Rosario","Mexico Nueva","15",9.3234854809819,"9",5,3,10,-0.258819,-0.965926,"6",19.56594,-99.26051
"82","Fuera CETRAM","female","45-64","Secundaria","Miguel Hidalgo","Atizapan de Zaragoza","1 to 2","Otro","2",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",2.58800191949485,"2",0,0,0,0.000000,-1.000000,"2",19.52569,-99.21017
"389","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","2",2,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",2.32250983978,"9",0,0,0,-0.707107,-0.707107,"1",19.54834,-99.04414
"939","Dentro CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Iztacalco","None","Recreacion","1",1,"1","Taxi","Peseros","Bus","El Rosario","El Rosario","35",7.11318056696706,"6",11,4,24,-1.000000,-0.000000,"7",19.55457,-99.24221
"869","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Estudio","2",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",2.65236597545938,"2",13,6,17,-0.965926,-0.258819,"2",19.52828,-99.19812
"741","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",4,"5","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",0.0430025758150563,"6",4,2,11,-0.866025,-0.500000,"2",19.53457,-99.0279
"285","Dentro CETRAM","male","18-24","Secundaria","Tecamec","Ecatepec de Morelos","None","Otro","5",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",11.0928150512239,"2",0,0,0,-0.866025,-0.500000,"1",19.6343,-99.02571
"723","Dentro CETRAM","male","25-44","Licenciatura","Gustavo A. Madero","Atizapan de Zaragoza","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",6.95317995097332,"0",19,8,11,-0.707107,-0.707107,"7",19.4421,-99.20442
"158","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Recreacion","1",1,"5","Metro","Taxi","Bus","El Rosario","Tacuba","35",3.50391221376188,"6",0,0,0,-0.500000,-0.866025,"4",19.52614,-99.22427
"562","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",7.00085258556129,"5",10,5,5,-0.965926,-0.258819,"3",19.59688,-99.03695
"8","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Recreacion","4",3,"3","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",0.0993683294324635,"1",0,0,0,-0.258819,-0.965926,"3",19.50521,-99.20054
"658","Fuera CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Compra","1",1,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",21.2102825961171,"0",7,2,8,-0.500000,-0.866025,"7",19.44199,-99.20441
"873","Fuera CETRAM","male","45-64","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","3",3,"4","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",2.65236597545938,"2",13,6,17,-0.965926,-0.258819,"2",19.52828,-99.19812
"443","Dentro CETRAM","female","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Estudio","1",3,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",28.0421173695915,"0",14,0,1,-0.965926,0.258819,"4",19.33167,-99.18633
"141","Fuera CETRAM","female","25-44","Preparatoria","Azcapotzalco","Azcapotzalco","None","Trabajo","3",3,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",0.0911294756939966,"1",0,0,0,-0.965926,-0.258819,"7",19.50496,-99.20069
"271","Dentro CETRAM","male","18-24","Licenciatura","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Estudio","4",4,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",2.48176584986075,"2",0,0,0,-0.258819,-0.965926,"4",19.51797,-99.21885
"502","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",3.76201573984129,"5",11,6,4,0.000000,-1.000000,"3",19.56316,-99.04666
"887","Fuera CETRAM","male","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Recreacion","4",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",9.18548583276143,"0",17,8,18,-0.965926,-0.258819,"7",19.43713,-99.14926
"535","Dentro CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","None","Trabajo","3",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.437994563222858,"2",11,6,4,-0.965926,-0.258819,"3",19.53545,-99.02342
"490","Dentro CETRAM","male","25-44","Preparatoria","Tecamec","Tecamec","None","Compra","3",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.348193349567255,"2",12,5,3,0.000000,-1.000000,"1",19.53621,-99.02467
"277","Fuera CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",4.14525091173883,"2",0,0,0,-1.000000,-0.000000,"2",19.56787,-99.04524
"21","Fuera CETRAM","female","45-64","Preparatoria","Nicolas Romero","Azcapotzalco","None","Trabajo","3",4,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",3.26166382441037,"2",0,0,0,-0.500000,-0.866025,"4",19.52531,-99.2219
"450","Dentro CETRAM","female","65+","Primaria","Iztapalapa","Ecatepec de Morelos","1 to 2","Estudio","3",5,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",9.70467195515934,"6",13,5,2,-0.965926,-0.258819,"2",19.62183,-99.02728
"514","Dentro CETRAM","female","65+","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Recreacion","2",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",1.63519977268384,"2",11,3,4,-0.965926,-0.258819,"7",19.50596,-99.2155
"689","Fuera CETRAM","male","25-44","Preparatoria","Gustavo A. Madero","Tecamec","None","Otro","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",4.0636911971384,"2",6,2,9,-0.258819,-0.965926,"3",19.566,-99.04725
"770","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Benito Juarez","1 to 2","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.637147098150687,"4",23,11,12,-1.000000,-0.000000,"5",19.50169,-99.20528
"346","Fuera CETRAM","male","45-64","Preparatoria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","3",3,"5","Trolebus","Peseros","Van","Azteca","Mexipuerto","15",19.7811530420466,"5",0,0,0,-0.965926,-0.258819,"5",19.51608,-99.21522
"400","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","3",4,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",11.1966359056997,"2",0,0,0,-0.258819,-0.965926,"6",19.63517,-99.02329
"843","Fuera CETRAM","female","45-64","Secundaria","Tecamec","Ecatepec de Morelos","None","Recreacion","1",2,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",10.0881132367101,"2",1,0,14,-0.707107,-0.707107,"1",19.62517,-99.02278
"656","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","Mas","Otro","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",10.8800581555719,"2",7,4,8,-0.258819,-0.965926,"3",19.63215,-99.02006
"395","Dentro CETRAM","male","0-17","Secundaria","Cuautitlan Izcalli","Cuauhtemoc","None","Recreacion","3",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0901417598842884,"1",0,0,0,-1.000000,-0.000000,"3",19.50493,-99.2007
"648","Dentro CETRAM","female","0-17","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Recreacion","4",3,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",0.0825128108513757,"1",7,2,8,-1.000000,-0.000000,"2",19.50486,-99.20066
